CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
14871580,1,MOTOR VEHICLE,N,Y,TX,JS1CP51A762100200,2006,WHI,SUZUKI,NA,MOTORCYCLE,N,76209,1,PROOF OF LIABILITY INSURANCE,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,6,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,12,,,,NONE,NA,NA,EAST,Y,0,0,0,1,0,0,0
14872506,1,MOTOR VEHICLE,N,N,TX,1HD1BJL43RY015446,1994,RED,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75929,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,THOMAS WRECKER SERVICE (936)275-2982,"1303 W. BARRETT SAN AUGUSTINE, TX 75972",WRONG SIDE - NOT PASSING,NA,FATIGUED OR ASLEEP,EAST,Y,0,1,0,0,0,1,0
14872645,1,MOTOR VEHICLE,N,N,TN,CX5002017066,1978,WHI,HONDA,UNKNOWN,MOTORCYCLE,N,76168,2,NA,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,5,NA,NA,NA,N,A-1,FORT WORTH IMPOUND AT 2530 BRENNAN,FAILED TO DRIVE IN SINGLE LANE,NA,SPEEDING - (OVERLIMIT),NORTHEAST,Y,1,0,0,0,0,1,0
14872843,1,MOTOR VEHICLE,N,N,TX,JYAVP22E6DA010596,NA,BLU,YAMAHA,NA,MOTORCYCLE,N,77568,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,,FAILED TO CONTROL SPEED,NA,NA,EAST,Y,0,0,1,0,0,1,0
14874290,2,MOTOR VEHICLE,N,N,TX,1HD1TAN14FB957441,NA,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77303,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,,,NONE,NA,NA,SOUTHWEST,Y,0,0,0,1,0,0,0
14875432,2,MOTOR VEHICLE,N,N,TX,JS1NP41A122100965,2002,BLK,SUZUKI,NA,MOTORCYCLE,N,78660,3,PROOF OF LIABILITY INSURANCE,LEFT SIDE AND TOP DAMAGE ROLLOVER EFFECTS,DAMAGED 6,12,NA,NA,NA,Y,620 LAKESIDE TOWING,620 LAKESIDE TOWING,UNDER INFLUENCE - ALCOHOL,NA,NA,EAST,Y,1,0,0,0,0,1,0
14878076,2,MOTOR VEHICLE,N,N,TX,1HD1KEL11EB623508,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78009,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,MCVAY'S WRECKER SERVICE,"102 SCHOTT ST. CASTROVILLE, TX 78009",NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
14878676,1,MOTOR VEHICLE,N,N,TX,1HD1KEL10EB645631,NA,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75459,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 6,12,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 5,1,N,ADAMS AUTOMOTIVE,"85 REDDEN RD, VANALSTYNE TX",DRIVER INATTENTION,PASSED IN NO PASSING LANE,FAILED TO CONTROL SPEED,EAST,Y,1,0,0,0,0,1,0
14880283,2,MOTOR VEHICLE,N,N,TX,JYARJ16E58A005970,NA,BLU,YAMAHA,UNKNOWN,MOTORCYCLE,Y,79764,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,N,NOT TOWED,NOT TOWED,NONE,NA,NA,SOUTH,Y,0,0,0,0,1,0,0
14880774,2,MOTOR VEHICLE,N,N,TX,JKAKLEE12FDA79149,NA,GRN,KAWASAKI,NA,MOTORCYCLE,N,75067,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,2,NA,NA,NA,N,RIDDEN AWAY,RIDER,NONE,NA,NA,NORTH,Y,0,1,0,0,0,1,0
14881302,1,MOTOR VEHICLE,N,N,TX,1HD1BMY191Y072190,2001,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79927,1,PROOF OF LIABILITY INSURANCE,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 2,2,NA,NA,NA,N,PRIVATE TOW,,FAILED TO YIELD ROW - TURNING LEFT,NA,NA,NORTH,Y,0,0,1,0,0,1,0
14882525,1,MOTOR VEHICLE,N,N,TX,9D38345H6,1976,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78745,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,SOUTHSIDE WRECKER INC,SOUTHSIDE WRECKER INC,UNDER INFLUENCE - ALCOHOL,NA,NA,SOUTHWEST,Y,0,0,0,1,0,0,0
14883225,1,MOTOR VEHICLE,N,N,TX,JS1GW72B3B2100678,NA,BLK,SUZUKI,UNKNOWN,MOTORCYCLE,N,75067,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,NA,NA,NA,N,PRO-TOW,"1006 EAST MAIN STREET, LEWISVILLE, TEXAS",UNSAFE SPEED,NA,NA,NORTHWEST,Y,0,1,0,0,0,1,0
14883240,2,MOTOR VEHICLE,N,N,TX,4MZKP01D193000375,NA,BLK,BUELL,NA,MOTORCYCLE,N,77357,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,EMC TOWING 281-689-8697,"22855 GASOLINE ALLEY NEW CANEY, TX 77357",NONE,NA,NA,WEST,Y,0,0,0,0,0,0,1
14883430,2,MOTOR VEHICLE,N,N,TX,JH2PC40039K201185,NA,RED,HONDA,NA,MOTORCYCLE,N,78660,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,,,NONE,NA,NA,NORTHWEST,Y,0,0,0,1,0,0,0
14883435,1,MOTOR VEHICLE,N,N,TX,JKAZX9B1X4A012616,2004,BLU,KAWASAKI,NA,MOTORCYCLE,N,76548,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,NA,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,NA,N,ACTION TOWING AND RECOVERY 254-628-1012,"2611 FM 2657, COPPERAS COVE, TX., 76522",UNDER INFLUENCE - ALCOHOL,NA,NA,NORTH,Y,0,1,0,0,0,1,0
14885353,1,MOTOR VEHICLE,N,N,TX,1HD1KEM10DB601934,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78148,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,N,RICHARD'S TOWING,GROWDON POUND,NA,NA,UNDER INFLUENCE - ALCOHOL,NORTHWEST,Y,0,0,0,1,0,0,0
14888365,2,MOTOR VEHICLE,N,N,TX,JH2AF5819EK204022,NA,BLK,HONDA,NA,MOTORCYCLE,N,76205,3,PROOF OF LIABILITY INSURANCE,NA,NA,NA,NA,NA,NA,N,,,NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14888611,1,MOTOR VEHICLE,N,N,TX,1HD1JD5157Y032530,2007,BLK,HONDA,NA,MOTORCYCLE,N,95827,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,11,NA,NA,NA,Y,PRO TOW,1006 E MAIN ST,FAILED TO CONTROL SPEED,NA,FAULTY EVASIVE ACTION,SOUTHEAST,Y,0,0,0,1,0,0,0
14888678,2,MOTOR VEHICLE,N,N,TX,JH2PC40078M101884,NA,SIL,HONDA,NA,MOTORCYCLE,N,97205,1,LIABILITY INSURANCE POLICY,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 2,12,NA,NA,NA,N,AKERS WRECKER,"715 DALLAS DRIVE, DENTON, TX 76202",NONE,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
14888683,1,MOTOR VEHICLE,N,Y,TX,JYARN23E1BA011559,NA,BLK,YAMAHA,NA,MOTORCYCLE,N,79932,2,NA,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,1,N,DRIVER,TRAFFIC,NONE,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
14888810,1,MOTOR VEHICLE,N,N,TX,JKAEXMJ199DA17463,NA,BLU,KAWASAKI,NA,MOTORCYCLE,N,77388,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,12,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,12,N,QUICK TOWING,28075 ROBINSON RD.,DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,NORTH,Y,0,0,0,1,0,0,0
14888888,1,MOTOR VEHICLE,N,N,TX,JKAEXVD147A105253,2007,ONG,KAWASAKI,NA,MOTORCYCLE,N,79938,2,NA,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,11,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,10,N,ARTEAGA JUAN,363 ROSLYN,SPEEDING - (OVERLIMIT),NA,NA,SOUTHWEST,Y,0,1,0,0,0,1,0
14889254,1,MOTOR VEHICLE,N,N,TX,JH2RC4464YK300913,2000,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,77539,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,NA,NA,NA,N,409 WRECKER,WRECKER LOT,FAULTY EVASIVE ACTION,NA,NA,WEST,Y,0,0,1,0,0,1,0
14889921,1,MOTOR VEHICLE,N,N,TX,JKAZXCG18CA014823,NA,BLK,KAWASAKI,UNKNOWN,MOTORCYCLE,N,78758,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,12,NA,NA,NA,N,ROCHAS TOWING SERVICE,ROCHAS TOWING SERVICE,DISREGARD STOP SIGN OR LIGHT,NA,OTHER (EXPLAIN IN NARRATIVE),SOUTHWEST,Y,0,1,0,0,0,1,0
14890008,2,MOTOR VEHICLE,N,N,TX,ZDM13BLW2CB009349,NA,RED,DUCATI,NA,MOTORCYCLE,N,77077,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,NA,LEFT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,10,N,TOWNCENTER TOWING,"7250 SOUTHWEST FWY, HOUSTON, TX, 77074",NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14890013,2,MOTOR VEHICLE,N,N,TX,1HD4CEM16SY204118,1995,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77541,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 3,6,NA,NA,NA,N,CAMPBELLS,CAMPBELLS,NONE,NA,NA,NORTH,Y,0,1,0,0,0,1,0
14891232,1,MOTOR VEHICLE,N,N,TX,1HD1BHY183Y086057,2003,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,76013,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,KELLY MCKNIGHT WRECKER 817-265-1336,"1108  HARRISON AVE, ARLINGTON, TX, 76011",DRIVER INATTENTION,UNDER INFLUENCE - ALCOHOL,FAILED TO CONTROL SPEED,NORTH,Y,0,1,0,0,0,1,0
14891260,2,MOTOR VEHICLE,N,N,TX,1HD1GEL17VY321817,1997,RED,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77316,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,NA,NA,NA,N,NOT TOWED,NOT TOWED,NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
14891984,1,MOTOR VEHICLE,N,N,TX,1HD1JBB186Y088761,2006,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78660,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 5,NA,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 5,NA,Y,DOUBLE-R TOWING: 512-388-2049,1251 PROVIDENT LN. ROUND ROCK 78681,NA,NA,HAD BEEN DRINKING,SOUTH,Y,1,0,0,0,0,1,0
14892317,2,MOTOR VEHICLE,N,N,TX,JS1GN7CA652108609,2005,BLU,SUZUKI,NA,MOTORCYCLE,N,76087,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 5,12,NA,NA,NA,N,,,NONE,NA,NA,SOUTHWEST,Y,1,0,0,0,0,1,0
14893022,1,MOTOR VEHICLE,N,N,TX,JKAEXVD124A086830,2004,SIL,KAWASAKI,NA,MOTORCYCLE,N,78209,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,N,MISSION TOWING,406 KAREN LN,FAULTY EVASIVE ACTION,NA,SPEEDING - (OVERLIMIT),NORTHWEST,Y,0,1,0,0,0,1,0
14894536,2,MOTOR VEHICLE,N,N,TX,JYAVP27E0CA015297,NA,PLE,YAMAHA,UNKNOWN,MOTORCYCLE,N,76036,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,ACTION WRECKER,"400 DEPUTY MILLER DR, GRANBURY, TX",NONE,NA,NA,NORTH,Y,0,0,0,0,0,0,1
14896268,1,MOTOR VEHICLE,N,N,TX,1HD1FRW195Y628802,2005,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,76028,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,BURLESON WRECKER,"4505 CROSSTIMBER, BURLESON, TX 76028",UNDER INFLUENCE - ALCOHOL,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
14896495,1,MOTOR VEHICLE,N,N,TX,1HD1BJL40PY011111,1993,SIL,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78744,1,LIABILITY INSURANCE POLICY,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 4,9,NA,NA,NA,N,,,CHANGED LANE WHEN UNSAFE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
14896848,1,MOTOR VEHICLE,N,N,CA,JYACJ01C32A025003,2002,BLU,YAMAHA,NA,MOTORCYCLE,N,78412,2,NA,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 2,11,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,N,RELEASED TO DRIVER,TAKEN FROM SCENE,OTHER (EXPLAIN IN NARRATIVE),NA,NA,NORTH,Y,1,0,0,0,0,1,0
14898984,1,MOTOR VEHICLE,N,N,TX,JH2SC570X5M100598,2005,BLK,HONDA,NA,MOTORCYCLE,N,78108,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,MISSION TOWING,GROWDON POUND,DRIVER INATTENTION,FOLLOWED TOO CLOSELY,UNSAFE SPEED,NORTH,Y,0,1,0,0,0,1,0
14898984,2,MOTOR VEHICLE,N,N,UN,,NA,BLK,KAWASAKI,NA,MOTORCYCLE,N,,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,MISSION TOWING,GROWDON POUND,DRIVER INATTENTION,FOLLOWED TOO CLOSELY,UNSAFE SPEED,NORTH,N,0,1,0,0,0,1,0
14898989,1,MOTOR VEHICLE,N,N,TX,JS1VT54A532104175,2003,SIL,SUZUKI,NA,MOTORCYCLE,N,77872,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,12,NA,NA,NA,Y,HUMBLE TOWING,"7821 RANKIN HUMBLE, TX 77396",FAILED TO CONTROL SPEED,NA,FOLLOWED TOO CLOSELY,WEST,Y,0,1,0,0,0,1,0
