CRASH_ID,UNIT_NBR,UNIT_DESC_ID,VEH_PARKED_FL,VEH_HNR_FL,VEH_LIC_STATE_ID,VIN,VEH_MOD_YEAR,VEH_COLOR_ID,VEH_MAKE_ID,VEH_MOD_ID,VEH_BODY_STYL_ID,EMER_RESPNDR_FL,OWNR_ZIP,FIN_RESP_PROOF_ID,FIN_RESP_TYPE_ID,VEH_DMAG_AREA_1_ID,VEH_DMAG_SCL_1_ID,FORCE_DIR_1_ID,VEH_DMAG_AREA_2_ID,VEH_DMAG_SCL_2_ID,FORCE_DIR_2_ID,VEH_INVENTORIED_FL,VEH_TRANSP_NAME,VEH_TRANSP_DEST,CONTRIB_FACTR_1_ID,CONTRIB_FACTR_2_ID,CONTRIB_FACTR_P1_ID,VEH_TRVL_DIR_ID,FIRST_HARM_EVT_INV_ID,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT
14998053,4,MOTOR VEHICLE,Y,N,TX,JH2PC40099K200011,NA,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,78758,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,,,,NONE,NA,NA,SOUTHWEST,N,0,0,0,0,0,0,0
14998176,2,MOTOR VEHICLE,N,N,FL,JH2RC4300YM600448,2000,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,77502,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,THOMASON TOWING,8000 GALVESTON RD,NONE,NA,NA,SOUTH,Y,0,1,0,0,0,1,0
14998194,1,MOTOR VEHICLE,N,N,TX,1HD1FHW133Y729177,2003,WHI,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78101,1,PROOF OF LIABILITY INSURANCE,LEFT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,9,RIGHT BACK QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 2,3,N,PIT STOP TOWING,"RICKS TOWING, POTH TEXAS",DRIVER INATTENTION,FAILED TO CONTROL SPEED,NA,WEST,Y,0,0,1,0,0,1,0
14998613,1,MOTOR VEHICLE,N,N,TX,JS1GT77A772100750,2007,BLU,SUZUKI,NA,MOTORCYCLE,N,75061,2,NA,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 6,9,NA,NA,NA,N,PRO TOW,"DENTON, TX",FLEEING OR EVADING POLICE,UNSAFE SPEED,UNDER INFLUENCE - DRUG,SOUTH,Y,0,1,0,0,0,1,0
14998985,2,MOTOR VEHICLE,N,N,TX,JH2SC45323M301514,2003,RED,HONDA,NA,MOTORCYCLE,N,77373,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 1 MINIMUM,6,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,N,OWNER,OWNER RECOVERED OR RELEASE TO OWNER,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
14999040,2,MOTOR VEHICLE,N,N,TX,JH2PF01417K400279,2007,SIL,HONDA,NA,MOTORCYCLE,N,75708,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,CAMPBELLS TOWING,"3053 SPUR 124  TYLER, TX",NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15000104,1,MOTOR VEHICLE,N,N,TX,5VPWB36N3C3007392,NA,BLK,VICTORY,UNKNOWN,MOTORCYCLE,N,75035,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,B&B WRECKER (817) 283-2121,"1201 W EULESS BLVD. EULESS, TX 76040",DRIVER INATTENTION,HAD BEEN DRINKING,NA,SOUTH,Y,0,0,1,0,0,1,0
15000191,1,MOTOR VEHICLE,N,N,TX,1HD1BXB1X6Y041810,2006,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,78748,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,NA,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 3,NA,N,,,CHANGED LANE WHEN UNSAFE,DRIVER INATTENTION,NA,NORTHEAST,Y,0,1,0,0,0,1,0
15000322,2,MOTOR VEHICLE,N,N,TX,1HD1GX4137K309678,2007,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79101,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 4,12,NA,NA,NA,N,COMPETITION TOWING,"8409 I40 E, AMA, TX 79118 373-5858",NONE,NA,NA,SOUTHWEST,Y,0,0,1,0,0,1,0
15000451,2,MOTOR VEHICLE,N,N,TX,1HD1CX31X7K429717,2007,BLU,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77514,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,FAMILY,"379 CROSSOVER RD ANAHUAC, TX 77514",NA,NA,FAILED TO SIGNAL OR GAVE WRONG SIGNAL,SOUTH,Y,1,0,0,0,0,1,0
15002393,1,MOTOR VEHICLE,N,N,TX,WB10179089ZW16589,NA,RED,BMW,UNKNOWN,MOTORCYCLE,N,78741,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,HILL COUNTRY WRECKER 830 693 3226,"1239 HWY 1431, MARBLE FALLS, TX, 78654",UNSAFE SPEED,FLEEING OR EVADING POLICE,NA,SOUTH,Y,1,0,0,0,0,1,0
15002773,1,MOTOR VEHICLE,N,N,TX,1HFSC3905XA101761,1999,BLK,HONDA,UNKNOWN,MOTORCYCLE,N,75670,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,1,NA,NA,NA,N,RELEASED AT SCENE,,OTHER (EXPLAIN IN NARRATIVE),NA,NA,SOUTHWEST,Y,1,0,0,0,0,1,0
15002799,1,MOTOR VEHICLE,N,N,TX,1HD1FC4167Y637010,2007,MAR,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,78666,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,Y,AUS-TEX AUTO ENTERPRISES LLC,OWNERS RESIDENCE/REQUEST,NA,NA,FAULTY EVASIVE ACTION,SOUTHWEST,Y,0,1,0,0,0,1,0
15002977,2,MOTOR VEHICLE,N,N,TX,JKAEXEE17DDA11668,NA,WHI,KAWASAKI,UNKNOWN,MOTORCYCLE,N,77584,1,PROOF OF LIABILITY INSURANCE,NA,NA,NA,NA,NA,NA,Y,S & S WRECKER SERVICE,11440 FM 1960 EAST,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
15004311,1,MOTOR VEHICLE,N,N,TX,1HD1GP1166K314540,2006,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77379,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,6,NA,NA,NA,N,OWNER,OWNERS REQUEST,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15005308,1,MOTOR VEHICLE,N,N,TX,JYAVM01E8YA021622,2000,RED,YAMAHA,UNKNOWN,MOTORCYCLE,N,76117,3,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,9,NA,NA,NA,N,BIG DADDYS WRECKER SERVICE,212  NORTH COVINGTON ST. HILLSBORO TX,FAILED TO CONTROL SPEED,DRIVER INATTENTION,NA,NORTH,Y,0,0,1,0,0,1,0
15005473,2,MOTOR VEHICLE,N,N,TX,JS1VY56A2D2100584,NA,BLK,SUZUKI,NA,MOTORCYCLE,N,78108,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,Y,JOHNNY'S WRECKER SERVICE,"315 PAT BOOKER ROAD, UNIVERSAL CITY, TX",NA,NA,UNDER INFLUENCE - ALCOHOL,SOUTH,N,0,0,0,0,0,0,1
15006319,1,MOTOR VEHICLE,N,N,TX,JS1GR7DA4W2100206,1998,RED,SUZUKI,NA,MOTORCYCLE,N,77840,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,N,EXCEL,"1804 FINFEATHER, BRYAN",NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15006935,2,MOTOR VEHICLE,N,N,TX,JYASG18Y86A001092,2006,BLK,YAMAHA,NA,MOTORCYCLE,N,78704,1,LIABILITY INSURANCE POLICY,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,NA,NA,NA,NA,,,,NONE,NA,NA,SOUTH,Y,0,0,0,1,0,0,0
15008051,2,MOTOR VEHICLE,N,N,TX,1HD1KBM11EB681101,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77084,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,,NONE,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15008214,1,MOTOR VEHICLE,N,N,TX,5VPGB16D243003822,2004,RED,VICTORY,NA,MOTORCYCLE,N,76179,1,PROOF OF LIABILITY INSURANCE,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 4,2,FRONT END (RIGHT)  DAMAGE PARTIAL CONTACT,DAMAGED 4,1,N,HOLT,PSPD,FAILED TO CONTROL SPEED,NA,NA,SOUTH,Y,0,0,1,0,0,1,0
15009353,1,MOTOR VEHICLE,N,Y,TX,JS1GN7CA752109915,2005,BLU,SUZUKI,UNKNOWN,MOTORCYCLE,N,78415,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,TEXSTAR WRECKER,3041 HOLLY RD,FLEEING OR EVADING POLICE,NA,UNSAFE SPEED,WEST,Y,0,1,0,0,0,1,0
15010045,2,MOTOR VEHICLE,N,N,TX,1HD1BLL16LY012551,1990,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75234,2,NA,FRONT END DAMAGE CONCENTRATED IMPACT,DAMAGED 4,12,NA,NA,NA,N,PRO TOW,"804 TEXAS ST DENTON, TX",NONE,NA,NA,EAST,Y,1,0,0,0,0,1,0
15010403,2,MOTOR VEHICLE,N,N,TX,JKBVNMA164A003982,2004,BLU,KAWASAKI,NA,MOTORCYCLE,N,79912,1,PROOF OF LIABILITY INSURANCE,FRONT END DAMAGE DISTRIBUTED IMPACT,DAMAGED 3,NA,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 2,NA,Y,AD TOWING,DRIVERS REQUEST,FAULTY EVASIVE ACTION,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15010880,2,MOTOR VEHICLE,N,N,TX,1HD1FFW163Y629448,2003,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77371,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,KEN'S TOWING  936-327-4338,"1806 N. WASHINGTON, LIVINGSTON TX 77351",NONE,NA,NA,NORTH,Y,0,1,0,0,0,1,0
15010908,1,MOTOR VEHICLE,N,N,TX,1HD1JD5307Y077926,2007,WHI,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75650,1,PROOF OF LIABILITY INSURANCE,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,3,NA,NA,NA,N,PRIVATE VEHICLE,OWNERS RESIDENCE,FAILED TO CONTROL SPEED,NA,NA,EAST,Y,0,1,0,0,0,1,0
15010908,2,MOTOR VEHICLE,N,N,TX,1HD1BX51X9Y028359,NA,SIL,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,75650,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,PRIVATE VEHICLE,OWNERS RESIDENCE,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15012693,1,MOTOR VEHICLE,N,N,TX,JS1NP41A772102498,2007,BLU,SUZUKI,UNKNOWN,MOTORCYCLE,N,78624,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,VIERUS AUTO (830)998-2520,"201 E. SAN ANTONIO, FREDERICKSBURG, TX.",UNSAFE SPEED,HAD BEEN DRINKING,NA,SOUTHWEST,Y,1,0,0,0,0,1,0
15013044,1,MOTOR VEHICLE,N,N,TX,1HFSC2200WA000579,1998,ONG,HONDA,UNKNOWN,MOTORCYCLE,N,75670,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,COLE'S WRECKER (903)935-1140,"511 E. TRAVIS ST., MARSHALL, TX",UNDER INFLUENCE - ALCOHOL,UNDER INFLUENCE - DRUG,NA,EAST,Y,1,0,0,0,0,1,0
15013376,2,MOTOR VEHICLE,N,N,TX,1HD1FDV1X3Y725198,2003,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,77378,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,10,NA,NA,NA,N,DRIVER,DROVE AWAY,NONE,NA,NA,NORTH,Y,0,0,0,1,0,0,0
15013502,2,MOTOR VEHICLE,N,N,LA,1HD1GX418CC319353,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,76179,1,LIABILITY INSURANCE POLICY,BACK END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,6,RIGHT FRONT QUARTER DAMAGE ANGULAR IMPACT,DAMAGED 1 MINIMUM,3,N,LONESTAR TOWING,636 GRANITE RIDGE DR. FW TX 76179,NONE,NA,NA,WEST,Y,0,0,0,1,0,0,0
15013628,2,MOTOR VEHICLE,N,N,TX,2D45MC011ES000340,NA,BLK,APRILIA,UNKNOWN,MOTORCYCLE,N,78204,1,LIABILITY INSURANCE POLICY,LEFT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,9,NA,NA,NA,N,,,NONE,NA,NA,NORTH,Y,0,0,1,0,0,1,0
15013972,2,MOTOR VEHICLE,N,N,TX,JS1SK43A972100993,2007,GRN,SUZUKI,NA,MOTORCYCLE,N,79605,1,LIABILITY INSURANCE POLICY,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,ABILENE WRECKER,5201 N 1ST,NONE,NA,NA,SOUTHWEST,Y,1,1,0,0,0,2,0
15014959,1,MOTOR VEHICLE,N,N,TX,1HD1CGP49WY201692,1998,BRO,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,79705,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,2,NA,NA,NA,N,DRIVEN AWAY,,DISREGARD STOP SIGN OR LIGHT,DRIVER INATTENTION,NA,NORTH,Y,0,1,0,0,0,1,0
15015644,1,MOTOR VEHICLE,N,N,TX,JYAVP17E07A024775,2007,RED,YAMAHA,UNKNOWN,MOTORCYCLE,N,75672,1,PROOF OF LIABILITY INSURANCE,DISTRIBUTED RIGHT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 3,1,NA,NA,NA,N,RELEASED AT SCENE,,OTHER (EXPLAIN IN NARRATIVE),NA,NA,SOUTHWEST,Y,0,0,0,1,0,0,0
15015780,1,MOTOR VEHICLE,N,N,TX,JYARN17E97A004032,2007,WHI,YAMAHA,NA,MOTORCYCLE,N,78748,1,LIABILITY INSURANCE POLICY,RIGHT SIDE DAMAGE ANGULAR IMPACT,DAMAGED 2,3,NA,NA,NA,Y,SPECIAL AUTOMOTIVE SERVICE INC,SPECIAL AUTOMOTIVE SERVICE INC,ANIMAL ON ROAD- DOMESTIC,FAULTY EVASIVE ACTION,NA,WEST,Y,0,0,1,0,0,1,0
15015820,2,MOTOR VEHICLE,N,N,TX,ZD4S6C00894001459,NA,SIL,APRILIA,NA,MOTORCYCLE,N,78664,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,,,,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15016955,2,MOTOR VEHICLE,N,N,TX,JH2SC5158CK000075,NA,WHI,HONDA,NA,MOTORCYCLE,Y,77511,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,12,NA,NA,NA,N,LAWRENCE WRECKER,3540 N GORDON,NONE,NA,NA,EAST,Y,0,1,0,0,0,1,0
15017363,2,MOTOR VEHICLE,N,N,TX,SMT910K19FT681181,NA,BLK,NA,NA,MOTORCYCLE,N,79934,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE CONCENTRATED IMPACT,DAMAGED 2,6,NA,NA,NA,N,PRIVATE WRECKER,AT OWNER'S REQUEST,NONE,NA,NA,SOUTHEAST,Y,0,0,0,1,0,0,0
15017875,1,MOTOR VEHICLE,N,N,TX,JYARN20E27A008732,2000,BLK,YAMAHA,NA,MOTORCYCLE,N,77027,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,LEFT LEGALLY PARKED AT 1800 ASHLAND,NONE,NA,NA,EAST,Y,0,0,1,0,0,1,0
15018508,2,MOTOR VEHICLE,N,N,TX,JKAEX8A15EA000658,NA,GRN,KAWASAKI,NA,MOTORCYCLE,N,77040,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,HY-TECH TOWING & RECOVERY,8210 PINEMONT,NONE,NA,NA,SOUTH,Y,0,0,1,0,0,1,0
15018649,2,MOTOR VEHICLE,N,N,TX,JH2SC51795M300247,2005,BLK,HONDA,NA,MOTORCYCLE,N,75237,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,1,NA,NA,NA,Y,DAVES WRECKER,3010 HARD ROCK RD. GRAND PRAIRIE,NONE,NA,NA,WEST,Y,0,0,1,0,0,1,0
15018769,2,MOTOR VEHICLE,N,N,TX,1HD1BMY4X3Y044184,2003,SIL,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,77502,1,PROOF OF LIABILITY INSURANCE,FRONT END (LEFT) DAMAGE PARTIAL CONTACT,DAMAGED 1 MINIMUM,11,DISTRIBUTED LEFT SIDE DAMAGE PARALLEL IMPACT,DAMAGED 1 MINIMUM,9,N,,,NONE,NA,NA,WEST,Y,0,1,0,0,0,1,0
15019010,1,MOTOR VEHICLE,N,N,TX,JKAEXEE10CDA04110,NA,GRN,KAWASAKI,UNKNOWN,MOTORCYCLE,N,76302,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,BIG DADDY'S WRECKER 940-767-5555,"3101 ARMORY RD, WICHITA FALLS TX, 76302",UNDER INFLUENCE - ALCOHOL,NA,NA,NORTHEAST,Y,0,0,0,1,0,0,0
15021507,2,MOTOR VEHICLE,N,N,TX,1HD1KB43X7Y600582,2007,BLU,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,76107,1,PROOF OF LIABILITY INSURANCE,BACK END DAMAGE DISTRIBUTED IMPACT,DAMAGED 1 MINIMUM,6,NA,NA,NA,N,AA WRECKER,5709 B DENTON HIGHWAY,NONE,NA,NA,EAST,Y,0,0,2,0,0,2,0
15022406,3,MOTOR VEHICLE,N,N,TX,1HD1GXM17FC327237,NA,BLK,HARLEY-DAVIDSON,NA,MOTORCYCLE,N,75801,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,,,NONE,NA,NA,NORTHEAST,N,0,1,0,0,0,1,0
15022698,1,MOTOR VEHICLE,N,N,TX,JYARN17E5DA009093,NA,BLK,YAMAHA,UNKNOWN,MOTORCYCLE,N,77007,1,PROOF OF LIABILITY INSURANCE,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,Y,CFM TOWING,"1104 S FRAZIER CONROE, TX 77301",UNSAFE SPEED,UNDER INFLUENCE - ALCOHOL,UNDER INFLUENCE - DRUG,NORTHWEST,Y,0,1,0,0,0,1,0
15023040,1,MOTOR VEHICLE,N,N,CA,1HD1GDL31RY310202,1994,BLK,HARLEY-DAVIDSON,UNKNOWN,MOTORCYCLE,N,79938,2,NA,"MOTORCYCLE, SCOOTER, MOPED, ETC. ONLY",DAMAGED 1 MINIMUM,NA,NA,NA,NA,N,NEW BRAUNFELS TOWING,"5927 SAFARI LANE NEW BRAUNFELS, X 78130",UNSAFE SPEED,PASSED IN NO PASSING LANE,UNDER INFLUENCE - ALCOHOL,NORTHEAST,Y,1,0,0,0,0,1,0
