CRASH_ID,UNIT_NBR,PRSN_NBR,PRSN_TYPE_ID,PRSN_OCCPNT_POS_ID,PRSN_INJRY_SEV_ID,PRSN_AGE,PRSN_ETHNICITY_ID,PRSN_GNDR_ID,PRSN_EJCT_ID,PRSN_REST_ID,PRSN_AIRBAG_ID,PRSN_HELMET_ID,PRSN_SOL_FL,PRSN_ALC_SPEC_TYPE_ID,PRSN_ALC_RSLT_ID,PRSN_BAC_TEST_RSLT,PRSN_DRG_SPEC_TYPE_ID,PRSN_DRG_RSLT_ID,DRVR_DRG_CAT_1_ID,PRSN_DEATH_TIME,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT,DRVR_LIC_TYPE_ID,DRVR_LIC_STATE_ID,DRVR_LIC_CLS_ID,DRVR_ZIP
15347500,2,1,PEDALCYCLIST,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,24,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNKNOWN IF WORN,N,BLOOD,Positive,0.11,BLOOD,Negative,NOT APPLICABLE,03:14:00,0,0,0,0,0,0,1,DRIVER LICENSE,Hawaii,OTHER/OUT OF STATE,96789
15350667,2,1,DRIVER,FRONT LEFT,KILLED,68,BLACK,MALE,NO,UNKNOWN,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,NA,NA,BLOOD,UNKNOWN,UNKNOWN,20:18:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76111
15354886,2,1,DRIVER,FRONT LEFT,KILLED,69,WHITE,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,BLOOD,NA,NA,BLOOD,Positive,OTHER DRUGS (EXPLAIN IN NARRATIVE),22:54:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78628
15355246,2,1,DRIVER,FRONT LEFT,KILLED,32,HISPANIC,MALE,NO,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,15:32:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78550
15355385,3,1,DRIVER,FRONT LEFT,KILLED,37,HISPANIC,MALE,"YES, PARTIAL",SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,20:13:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79703
15363105,3,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,59,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Positive,MULTIPLE DRUGS (EXPLAIN IN NARRATIVE),19:28:00,0,0,0,0,0,0,1,ID CARD,Texas,UNLICENSED,75217
15374648,3,1,DRIVER,FRONT LEFT,KILLED,81,HISPANIC,MALE,NO,UNKNOWN,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,NA,NA,BLOOD,Negative,NOT APPLICABLE,16:08:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78228
15379024,4,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,37,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,20:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75224
15379024,5,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,27,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,20:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Arkansas,OTHER/OUT OF STATE,71836
15392723,3,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,60,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:15:00,0,0,0,0,0,0,1,NA,NA,NA,75231
15395118,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,71,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,13:50:00,0,0,0,0,0,0,1,NA,NA,NA,77075
15429998,1,1,DRIVER,FRONT LEFT,KILLED,41,HISPANIC,MALE,NO,NONE,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Positive,0.21,NONE,NOT APPLICABLE,NOT APPLICABLE,00:50:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76513
15429998,2,1,DRIVER,FRONT LEFT,KILLED,31,BLACK,MALE,NO,UNKNOWN,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,NA,NA,BLOOD,UNKNOWN,UNKNOWN,00:59:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76548
15519393,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,42,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,08:39:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77351
15401589,2,1,DRIVER,FRONT LEFT,KILLED,75,OTHER,MALE,NO,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,19:40:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77093
15414552,2,1,DRIVER,FRONT LEFT,KILLED,36,HISPANIC,MALE,NO,UNKNOWN,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,NA,NA,BLOOD,Negative,NOT APPLICABLE,12:07:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78101
15415308,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,35,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Negative,0,BLOOD,Positive,MULTIPLE DRUGS (EXPLAIN IN NARRATIVE),02:40:00,0,0,0,0,0,0,1,DRIVER LICENSE,Missouri,OTHER/OUT OF STATE,63052
15427361,4,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,42,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,20:06:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS A,76028
15431440,2,1,DRIVER,FRONT LEFT,KILLED,49,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,18:38:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75961
15440172,1,1,DRIVER,FRONT LEFT,KILLED,31,HISPANIC,MALE,YES,UNKNOWN,UNKNOWN,NOT APPLICABLE,N,BLOOD,Negative,0.078,NONE,NOT APPLICABLE,NOT APPLICABLE,01:11:00,0,0,0,0,0,0,1,DRIVER LICENSE,Colorado,OTHER/OUT OF STATE,80913
15441549,2,1,DRIVER,FRONT LEFT,KILLED,83,WHITE,MALE,NO,NONE,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Negative,0.054,BLOOD,Negative,NOT APPLICABLE,22:29:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78016
15442871,2,1,DRIVER,FRONT LEFT,KILLED,61,BLACK,MALE,NO,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,15:15:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,77523
15449001,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,59,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:51:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75766
15457046,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,54,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Negative,0,BLOOD,UNKNOWN,UNKNOWN,18:00:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A AND M,778360000
15462179,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,31,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,22:26:00,0,0,0,0,0,0,1,NA,NA,NA,76305
15478762,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,22,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Positive,0.225,NONE,NOT APPLICABLE,NOT APPLICABLE,04:16:00,0,0,0,0,0,0,1,NA,NA,NA,77062
15480638,2,1,DRIVER,FRONT LEFT,KILLED,31,HISPANIC,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,12:27:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS A,78660
15493652,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,60,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,02:40:00,0,0,0,0,0,0,1,NA,NA,NA,
15581546,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,2,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,20:55:00,0,0,0,0,0,0,1,NA,NA,NA,
15658219,5,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,22,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,13:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Mexico,OTHER/OUT OF STATE,87560
15738225,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,27,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,18:19:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78046
15495712,1,1,DRIVER,FRONT LEFT,KILLED,26,BLACK,MALE,NO,NONE,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Positive,0.244,NONE,NOT APPLICABLE,NOT APPLICABLE,00:53:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A,756050000
15502739,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,53,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,20:04:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78745
15503748,1,1,DRIVER,FRONT LEFT,KILLED,97,HISPANIC,MALE,NO,UNKNOWN,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,04:05:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79930
15506999,1,1,DRIVER,FRONT LEFT,KILLED,57,BLACK,MALE,NO,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:45:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A,75860
15511556,1,1,DRIVER,FRONT LEFT,KILLED,88,WHITE,MALE,NO,NONE,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,21:39:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79057
15515080,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,41,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,22:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77662
