CRASH_ID,UNIT_NBR,PRSN_NBR,PRSN_TYPE_ID,PRSN_OCCPNT_POS_ID,PRSN_INJRY_SEV_ID,PRSN_AGE,PRSN_ETHNICITY_ID,PRSN_GNDR_ID,PRSN_EJCT_ID,PRSN_REST_ID,PRSN_AIRBAG_ID,PRSN_HELMET_ID,PRSN_SOL_FL,PRSN_ALC_SPEC_TYPE_ID,PRSN_ALC_RSLT_ID,PRSN_BAC_TEST_RSLT,PRSN_DRG_SPEC_TYPE_ID,PRSN_DRG_RSLT_ID,DRVR_DRG_CAT_1_ID,PRSN_DEATH_TIME,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT,DRVR_LIC_TYPE_ID,DRVR_LIC_STATE_ID,DRVR_LIC_CLS_ID,DRVR_ZIP
15085548,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,54,ASIAN,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,02:38:00,0,0,0,0,0,0,1,NA,NA,NA,
15149843,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,47,UNKNOWN,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,02:46:00,0,0,0,0,0,0,1,NA,NA,NA,
15072226,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,48,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,10:00:00,0,0,0,0,0,0,1,UNKNOWN,Unknown,UNKNOWN,75007
15081189,2,1,DRIVER,FRONT LEFT,KILLED,62,BLACK,MALE,"YES, PARTIAL",SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Positive,0.096,BLOOD,Negative,NOT APPLICABLE,02:08:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77045
15085115,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,19,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,16:56:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS B AND M,78633
15095239,2,1,DRIVER,FRONT LEFT,KILLED,23,WHITE,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,16:30:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77861
15096533,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,60,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0.07,BLOOD,Positive,CANNABIS,01:34:00,0,0,0,0,0,0,1,DRIVER LICENSE,Kentucky,OTHER/OUT OF STATE,40383
15107598,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,57,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Negative,0,OTHER (EXPLAIN IN NARRATIVE),UNKNOWN,UNKNOWN,20:19:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76513
15107690,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,77,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,19:48:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77662
15109549,1,1,DRIVER,FRONT LEFT,KILLED,62,HISPANIC,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:10:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78832
15111312,2,1,DRIVER,FRONT LEFT,KILLED,54,HISPANIC,MALE,NO,NONE,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,12:55:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76940
15114521,3,1,DRIVER,FRONT LEFT,KILLED,74,WHITE,MALE,YES,NONE,NOT DEPLOYED,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,18:05:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS A,79088
15120443,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,48,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,00:17:00,0,0,0,0,0,0,1,NA,NA,NA,77093
15124249,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,73,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,05:00:00,0,0,0,0,0,0,1,NA,NA,NA,78577
15124289,2,1,DRIVER,FRONT LEFT,KILLED,64,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,18:46:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77578
15126144,2,1,DRIVER,FRONT LEFT,KILLED,20,HISPANIC,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:44:00,0,0,0,0,0,0,1,UNLICENSED,NA,UNLICENSED,74146
15131091,3,1,DRIVER,FRONT LEFT,KILLED,41,HISPANIC,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,URINE,Negative,0,URINE,Negative,NOT APPLICABLE,07:04:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A,79712
15131538,3,1,DRIVER,FRONT LEFT,KILLED,65,WHITE,MALE,NO,SHOULDER & LAP BELT,UNKNOWN,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:45:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77320
15131742,2,1,DRIVER,FRONT LEFT,KILLED,61,BLACK,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Positive,0.11,NONE,NOT APPLICABLE,NOT APPLICABLE,22:04:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,
