CRASH_ID,UNIT_NBR,PRSN_NBR,PRSN_TYPE_ID,PRSN_OCCPNT_POS_ID,PRSN_INJRY_SEV_ID,PRSN_AGE,PRSN_ETHNICITY_ID,PRSN_GNDR_ID,PRSN_EJCT_ID,PRSN_REST_ID,PRSN_AIRBAG_ID,PRSN_HELMET_ID,PRSN_SOL_FL,PRSN_ALC_SPEC_TYPE_ID,PRSN_ALC_RSLT_ID,PRSN_BAC_TEST_RSLT,PRSN_DRG_SPEC_TYPE_ID,PRSN_DRG_RSLT_ID,DRVR_DRG_CAT_1_ID,PRSN_DEATH_TIME,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT,DRVR_LIC_TYPE_ID,DRVR_LIC_STATE_ID,DRVR_LIC_CLS_ID,DRVR_ZIP
14897778,1,1,DRIVER,FRONT LEFT,KILLED,25,WHITE,MALE,NO,NONE,"DEPLOYED, FRONT",NOT APPLICABLE,N,OTHER (EXPLAIN IN NARRATIVE),NA,NA,OTHER (EXPLAIN IN NARRATIVE),NOT APPLICABLE,NOT APPLICABLE,02:22:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79109
14903117,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,36,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,11:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78586
14906387,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,21,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,10:26:00,0,0,0,0,0,0,1,NA,NA,NA,
14909057,1,1,DRIVER,FRONT LEFT,KILLED,37,BLACK,MALE,YES,NONE,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Positive,0.114,BLOOD,NOT APPLICABLE,NOT APPLICABLE,01:00:00,0,0,0,0,0,0,1,UNLICENSED,NA,UNLICENSED,75683
14920297,1,1,DRIVER,FRONT LEFT,KILLED,21,WHITE,MALE,YES,NONE,NOT DEPLOYED,NOT APPLICABLE,N,OTHER (EXPLAIN IN NARRATIVE),Positive,0.196,OTHER (EXPLAIN IN NARRATIVE),Negative,NOT APPLICABLE,06:55:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77316
14920835,2,1,DRIVER,FRONT LEFT,KILLED,30,WHITE,MALE,YES,NONE,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,05:24:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,77019
14925505,3,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,67,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,17:25:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78218
14925518,1,1,DRIVER,FRONT LEFT,KILLED,30,HISPANIC,MALE,NO,UNKNOWN,NOT DEPLOYED,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,18:20:00,0,0,0,0,0,0,1,ID CARD,Texas,UNLICENSED,78242
14928407,2,1,DRIVER,FRONT LEFT,KILLED,20,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:25:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75972
14930671,2,1,DRIVER,FRONT LEFT,KILLED,52,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,13:26:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75071
14932526,2,1,DRIVER,FRONT LEFT,KILLED,29,WHITE,MALE,NO,NONE,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,05:56:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78121
14932694,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,34,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,13:23:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78757
14935975,4,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,31,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,21:51:00,0,0,0,0,0,0,1,NA,NA,NA,
14937631,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,51,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,NONE,NA,NA,BLOOD,Positive,NARCOTIC ANALGESICS,13:12:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,77657
14938410,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,44,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,17:14:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,
14948114,2,1,DRIVER,FRONT LEFT,KILLED,57,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:55:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78147
14948151,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,59,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,11:58:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,78521
14952162,2,1,DRIVER,FRONT LEFT,KILLED,55,HISPANIC,MALE,NO,UNKNOWN,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,11:18:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,
14952803,2,1,DRIVER,FRONT LEFT,KILLED,31,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,02:25:00,0,0,0,0,0,0,1,NA,NA,NA,L9V2G1
14961327,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,27,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,10:47:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77511
15000073,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,45,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Positive,0.12,BLOOD,Negative,NOT APPLICABLE,03:45:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,76522
15022491,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,35,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,BLOOD,Positive,CANNABIS,14:01:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78418
15240791,2,1,DRIVER,FRONT LEFT,KILLED,48,WHITE,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,00:15:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75693
14960717,4,1,DRIVER,FRONT LEFT,KILLED,74,WHITE,MALE,NO,SHOULDER & LAP BELT,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:17:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77474
14963416,2,1,DRIVER,FRONT LEFT,KILLED,48,HISPANIC,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:04:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79104
14963587,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,64,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,Y,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,15:10:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78255
14966253,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,60,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Positive,0.222,BLOOD,Negative,NOT APPLICABLE,03:53:00,0,0,0,0,0,0,1,NA,NA,NA,
14967376,3,1,PEDALCYCLIST,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,21,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,21:05:00,0,0,0,0,0,0,1,ID CARD,Mexico,UNLICENSED,77807
14970438,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,32,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNKNOWN IF WORN,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,21:29:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,78253
14972264,2,1,DRIVER,FRONT LEFT,KILLED,51,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,09:20:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77627
14973820,2,1,DRIVER,FRONT LEFT,KILLED,38,HISPANIC,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,OTHER (EXPLAIN IN NARRATIVE),NA,NA,OTHER (EXPLAIN IN NARRATIVE),NOT APPLICABLE,NOT APPLICABLE,12:30:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75231
14979903,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,61,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,10:01:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A,75683
