CRASH_ID,UNIT_NBR,PRSN_NBR,PRSN_TYPE_ID,PRSN_OCCPNT_POS_ID,PRSN_INJRY_SEV_ID,PRSN_AGE,PRSN_ETHNICITY_ID,PRSN_GNDR_ID,PRSN_EJCT_ID,PRSN_REST_ID,PRSN_AIRBAG_ID,PRSN_HELMET_ID,PRSN_SOL_FL,PRSN_ALC_SPEC_TYPE_ID,PRSN_ALC_RSLT_ID,PRSN_BAC_TEST_RSLT,PRSN_DRG_SPEC_TYPE_ID,PRSN_DRG_RSLT_ID,DRVR_DRG_CAT_1_ID,PRSN_DEATH_TIME,INCAP_INJRY_CNT,NONINCAP_INJRY_CNT,POSS_INJRY_CNT,NON_INJRY_CNT,UNKN_INJRY_CNT,TOT_INJRY_CNT,DEATH_CNT,DRVR_LIC_TYPE_ID,DRVR_LIC_STATE_ID,DRVR_LIC_CLS_ID,DRVR_ZIP
15431823,2,1,DRIVER,FRONT LEFT,KILLED,19,BLACK,MALE,NO,UNKNOWN,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,03:28:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75249
15573505,2,1,DRIVER,FRONT LEFT,KILLED,30,BLACK,MALE,NO,NONE,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,03:56:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77583
15179344,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,45,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,03:00:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A AND M,78602
15186745,3,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,38,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,BLOOD,Negative,0,BLOOD,Positive,NARCOTIC ANALGESICS,23:32:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,77316
15189783,1,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,47,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,BLOOD,NA,NA,BLOOD,UNKNOWN,UNKNOWN,23:41:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76120
15191566,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,25,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Negative,0,BLOOD,Positive,CNS STIMULANTS,19:09:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,75180
15194422,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,39,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,05:53:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78223
15199245,1,1,DRIVER,FRONT LEFT,KILLED,48,HISPANIC,MALE,YES,NONE,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Positive,0.179,NONE,NOT APPLICABLE,NOT APPLICABLE,01:23:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77074
15200175,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,43,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Positive,0.19,BLOOD,Negative,NOT APPLICABLE,02:37:00,0,0,0,0,0,0,1,NA,NA,NA,
15204417,2,1,DRIVER,FRONT LEFT,KILLED,37,HISPANIC,MALE,NO,NONE,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Positive,0.278,NONE,NOT APPLICABLE,NOT APPLICABLE,21:35:00,0,0,0,0,0,0,1,UNLICENSED,NA,UNLICENSED,79412
15208571,2,1,DRIVER,FRONT LEFT,KILLED,65,WHITE,MALE,NO,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,OTHER (EXPLAIN IN NARRATIVE),Negative,0,OTHER (EXPLAIN IN NARRATIVE),Positive,CNS DEPRESSANTS,16:33:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS A AND M,75459
15214486,2,1,PEDALCYCLIST,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,58,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:45:00,0,0,0,0,0,0,1,ID CARD,Alabama,UNLICENSED,36303
15217990,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,25,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, UNK DAMAGE",N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,00:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS A,79936
15225426,3,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,32,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Positive,MULTIPLE DRUGS (EXPLAIN IN NARRATIVE),22:51:00,0,0,0,0,0,0,1,NA,NA,NA,
15225684,2,1,PEDALCYCLIST,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,59,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,22:00:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,79012
15226469,1,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,23,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Positive,0.22,BLOOD,Negative,NOT APPLICABLE,02:31:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77590
15228484,2,1,PEDALCYCLIST,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,19,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,22:42:00,0,0,0,0,0,0,1,ID CARD,Texas,UNLICENSED,75693
15230798,2,1,DRIVER,FRONT LEFT,KILLED,42,HISPANIC,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,18:30:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78393
15231100,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,60,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Positive,0.25,BLOOD,Positive,CNS DEPRESSANTS,21:13:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS A,79902
15231131,2,1,DRIVER,FRONT LEFT,KILLED,26,HISPANIC,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Positive,NARCOTIC ANALGESICS,00:16:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77379
15231664,4,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,6,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,12:30:00,0,0,0,0,0,0,1,UNLICENSED,NA,UNLICENSED,79416
15232747,2,1,DRIVER,FRONT LEFT,KILLED,27,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,13:27:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76707
15236564,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,59,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,16:57:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79935
15238123,1,1,DRIVER,FRONT LEFT,KILLED,58,OTHER,MALE,YES,NONE,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,00:24:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76513
15238743,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,31,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,15:11:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76426
15238855,2,1,DRIVER,FRONT LEFT,KILLED,74,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,23:12:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78639
15243364,1,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,41,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT WORN,N,BLOOD,Positive,0.14,NONE,NOT APPLICABLE,NOT APPLICABLE,01:26:00,0,0,0,0,0,0,1,ID CARD,Texas,UNLICENSED,77026
15246994,1,1,DRIVER,FRONT LEFT,KILLED,56,WHITE,MALE,YES,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Negative,NOT APPLICABLE,17:25:00,0,0,0,0,0,0,1,COMMERCIAL DRIVER LIC.,Texas,CLASS B,78223
15250924,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,28,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,23:21:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79106
15254715,2,1,DRIVER,FRONT LEFT,KILLED,38,BLACK,MALE,"YES, PARTIAL",NONE,DEPLOYED MULTIPLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Positive,CANNABIS,14:37:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76112
15264353,2,1,DRIVER,FRONT LEFT,KILLED,38,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,16:46:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,76476
15267097,2,1,DRIVER,FRONT LEFT,KILLED,30,WHITE,MALE,NO,SHOULDER & LAP BELT,NOT DEPLOYED,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,Positive,CANNABIS,16:20:00,0,0,0,0,0,0,1,ID CARD,Texas,UNLICENSED,77541
15267141,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,4,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,19:40:00,0,0,0,0,0,0,1,NA,NA,NA,77518
15273396,2,1,DRIVER,FRONT LEFT,KILLED,39,HISPANIC,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,BLOOD,Positive,0.101,BLOOD,Negative,NOT APPLICABLE,06:00:00,0,0,0,0,0,0,1,UNLICENSED,NA,UNLICENSED,75227
15279375,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,59,WHITE,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,Negative,0,BLOOD,NOT APPLICABLE,NOT APPLICABLE,16:47:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75402
15285780,2,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,46,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,22:15:00,0,0,0,0,0,0,1,NA,NA,NA,78570
15291212,2,1,DRIVER,FRONT LEFT,KILLED,37,WHITE,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:38:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,77469
15303393,1,1,DRIVER,FRONT LEFT,KILLED,69,HISPANIC,MALE,NO,SHOULDER & LAP BELT,"DEPLOYED, FRONT",NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:25:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75078
15394569,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,50,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,BLOOD,Negative,0.026,BLOOD,Negative,NOT APPLICABLE,20:05:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C AND M,76018
15293480,2,1,DRIVER OF MOTORCYCLE TYPE VEHICLE,FRONT LEFT,KILLED,29,HISPANIC,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,"WORN, DAMAGED",N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,06:17:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,78550
15300594,2,1,DRIVER,FRONT LEFT,KILLED,81,WHITE,MALE,NO,SHOULDER & LAP BELT,DEPLOYED MULTIPLE,NOT APPLICABLE,N,NONE,NA,NA,NONE,NOT APPLICABLE,NOT APPLICABLE,14:22:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,79830
15308901,4,1,PEDESTRIAN,"PEDESTRIAN, PEDALCYCLIST, OR MOTORIZED CONVEYANCE",KILLED,29,BLACK,MALE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,N,BLOOD,NA,NA,BLOOD,UNKNOWN,UNKNOWN,06:31:00,0,0,0,0,0,0,1,DRIVER LICENSE,Texas,CLASS C,75211
